ra,dec,r,name,ra_hms,dec_dms,ra_deg,dec_deg,z,imag,comment
197.04075207077,11.5976878050034,15.14449,J130811.96+113609.2,8/25/2017 1:08:11 PM,+11:36:09.2,197.0498,11.60256,2.101,17.7,N-rich_QSO
210.157290096032,56.1109930440297,12.11489,J140038.14+560624.6,8/25/2017 2:00:38 PM,+56:06:24.6,210.1589,56.10683,2.906,19.41,N-rich_QSO
204.49334278823,50.4306088806889,16.1487,J133802.28+502625.6,8/25/2017 1:38:02 PM,+50:26:25.6,204.5095,50.44044,2.448,18.05,N-rich_QSO
198.497307417913,41.877594943751,9.697213,J131403.48+415203.9,8/25/2017 1:14:03 PM,+41:52:03.9,198.5145,41.86775,1.845,18.45,N-rich_QSO
190.477551516712,12.5194651422258,14.68729,J124158.18+123059.3,8/25/2017 12:41:58 PM,+12:30:59.3,190.4924,12.51647,2.971,19.52,N-rich_QSO
188.751016420719,1.35151635361135,13.90351,J123500.75+012041.6,8/25/2017 12:35:00 PM,+01:20:41.6,188.7531,1.344889,1.964,18.73,N-rich_QSO
188.734646749126,1.34978088456882,13.75392,J123500.75+012041.6,8/25/2017 12:35:00 PM,+01:20:41.6,188.7531,1.344889,1.964,18.73,N-rich_QSO
188.733544877799,1.34300221624346,16.9537,J123500.75+012041.6,8/25/2017 12:35:00 PM,+01:20:41.6,188.7531,1.344889,1.964,18.73,N-rich_QSO
188.464007861271,15.0425726666906,16.79027,J123354.39+150203.7,8/25/2017 12:33:54 PM,+15:02:03.7,188.4766,15.03436,1.744,18.13,N-rich_QSO
190.429051246891,40.3980076126093,16.10725,J124143.43+402451.9,8/25/2017 12:41:43 PM,+40:24:51.9,190.431,40.41442,2.283,18.16,N-rich_QSO
190.41304025962,40.4333333586746,15.27301,J124143.43+402451.9,8/25/2017 12:41:43 PM,+40:24:51.9,190.431,40.41442,2.283,18.16,N-rich_QSO
187.848061112538,7.43724953332125,16.12001,J123120.55+072552.6,8/25/2017 12:31:20 PM,+07:25:52.6,187.8356,7.431278,2.39,17.77,N-rich_QSO
187.959646754545,13.8043587043273,14.81489,J123148.93+134924.4,8/25/2017 12:31:48 PM,+13:49:24.4,187.9539,13.82344,2.789,19.71,N-rich_QSO
197.91665178468,65.0121056133488,16.55728,J131138.39+650031.4,8/25/2017 1:11:38 PM,+65:00:31.4,197.91,65.00872,2.122,19.07,N-rich_QSO
188.711377739738,37.9394768732016,16.88564,J123450.00+375530.3,8/25/2017 12:34:50 PM,+37:55:30.3,188.7083,37.92508,3.138,19.04,N-rich_QSO
186.478814001617,16.1564119101216,16.99724,J122559.13+161021.2,8/25/2017 12:25:59 PM,+16:10:21.2,186.4964,16.17256,1.939,18.56,N-rich_QSO
354.029408789002,-9.90410421707365,16.44755,J233611.64-095427.4,8/25/2017 11:36:11 PM,-09:54:27.4,354.0485,-9.907611,1.78,18.36,N-rich_QSO
354.261729650992,15.7373164225588,15.71642,J233707.39+154332.9,8/25/2017 11:37:07 PM,+15:43:32.9,354.2808,15.72581,1.819,18.97,N-rich_QSO
354.265551839001,15.744888622732,15.30406,J233707.39+154332.9,8/25/2017 11:37:07 PM,+15:43:32.9,354.2808,15.72581,1.819,18.97,N-rich_QSO
354.265927033734,15.7334424438898,15.5297,J233707.39+154332.9,8/25/2017 11:37:07 PM,+15:43:32.9,354.2808,15.72581,1.819,18.97,N-rich_QSO
354.269396241094,15.7425910783162,14.68513,J233707.39+154332.9,8/25/2017 11:37:07 PM,+15:43:32.9,354.2808,15.72581,1.819,18.97,N-rich_QSO
354.292603640774,15.7208217833256,16.28923,J233707.39+154332.9,8/25/2017 11:37:07 PM,+15:43:32.9,354.2808,15.72581,1.819,18.97,N-rich_QSO
354.677559389188,-10.5386057935911,15.29256,J233843.69-103252.3,8/25/2017 11:38:43 PM,-10:32:52.3,354.682,-10.54786,1.757,18.98,N-rich_QSO
354.875209526079,0.488465624851842,16.97535,J233930.00+003017.3,8/25/2017 11:39:30 PM,+00:30:17.3,354.875,0.5048056,3.051,18.52,N-rich_QSO
188.210692587483,55.6979077849428,13.81983,J123255.00+554123.7,8/25/2017 12:32:55 PM,+55:41:23.7,188.2292,55.68992,1.987,18.14,N-rich_QSO
185.088625390434,45.8420430187406,16.65057,J122017.06+454941.1,8/25/2017 12:20:17 PM,+45:49:41.1,185.0711,45.82808,3.283,17.76,N-rich_QSO
187.73938906045,64.8977950293466,14.21501,J123055.31+645455.9,8/25/2017 12:30:55 PM,+64:54:55.9,187.7305,64.91553,1.759,18.84,N-rich_QSO
187.587789027503,64.7770234972395,16.65473,J123017.45+644707.4,8/25/2017 12:30:17 PM,+64:47:07.4,187.5727,64.78539,1.884,20.03,N-rich_QSO
185.408534347928,58.6995357935278,16.07038,J122142.44+584254.0,8/25/2017 12:21:42 PM,+58:42:54.0,185.4268,58.715,1.96,18.55,N-rich_QSO
182.816390841981,4.82954720396728,16.69386,J121113.56+044946.2,8/25/2017 12:11:13 PM,+04:49:46.2,182.8065,4.8295,2.318,18.88,N-rich_QSO
182.811343358111,4.81195585643738,16.30603,J121113.56+044946.2,8/25/2017 12:11:13 PM,+04:49:46.2,182.8065,4.8295,2.318,18.88,N-rich_QSO
183.43627601248,37.6216823829134,16.62814,J121347.74+373726.8,8/25/2017 12:13:47 PM,+37:37:26.8,183.4489,37.62411,1.804,18.16,N-rich_QSO
181.951597055824,33.4205409626141,13.14915,J120750.06+332426.5,8/25/2017 12:07:50 PM,+33:24:26.5,181.9586,33.40736,1.878,19.9,N-rich_QSO
358.527810761995,14.551270423397,16.48413,J235408.38+143153.5,8/25/2017 11:54:08 PM,+14:31:53.5,358.5349,14.53153,2.061,18.89,N-rich_QSO
180.855887629081,38.5628479530809,16.35782,J120323.50+383444.5,8/25/2017 12:03:23 PM,+38:34:44.5,180.8479,38.57903,1.753,18.94,N-rich_QSO
0.324602783258911,-1.046206654065,16.82182,J000118.40-010221.8,8/25/2017 12:01:18 AM,-01:02:21.8,0.3266667,-1.039389,1.968,19.38,N-rich_QSO
179.199841675598,43.9045443468938,14.88667,J115650.75+435521.4,8/25/2017 11:56:50 AM,+43:55:21.4,179.2115,43.92261,2.01,20.07,N-rich_QSO
178.56882020072,14.9180635035017,16.29402,J115419.40+145555.3,8/25/2017 11:54:19 AM,+14:55:55.3,178.5808,14.93203,1.711,17.98,N-rich_QSO
2.00391504420594,15.1428835370338,13.5828,J000759.40+150822.6,8/25/2017 12:07:59 AM,+15:08:22.6,1.9975,15.13961,1.968,18.84,N-rich_QSO
174.011251395608,65.4253947632076,15.02018,J113601.00+652533.6,8/25/2017 11:36:01 AM,+65:25:33.6,174.0042,65.426,2.238,19.15,N-rich_QSO
176.202518228056,43.9949008156239,14.09772,J114450.17+440016.6,8/25/2017 11:44:50 AM,+44:00:16.6,176.209,44.00461,1.808,18.13,N-rich_QSO
176.409840961423,7.34454272605083,16.47325,J114538.74+072148.4,8/25/2017 11:45:38 AM,+07:21:48.4,176.4114,7.363444,3.09,19.34,N-rich_QSO
176.403187900693,7.36186027210202,14.02163,J114538.74+072148.4,8/25/2017 11:45:38 AM,+07:21:48.4,176.4114,7.363444,3.09,19.34,N-rich_QSO
175.101807491677,37.4881583101543,12.72647,J114023.06+372815.1,8/25/2017 11:40:23 AM,+37:28:15.1,175.0961,37.47086,2.58,18.45,N-rich_QSO
175.649529140103,6.93358516129025,16.57548,J114231.31+065549.3,8/25/2017 11:42:31 AM,+06:55:49.3,175.6305,6.930361,1.82,18.06,N-rich_QSO
175.644870940654,6.93986352388362,12.4361,J114231.31+065549.3,8/25/2017 11:42:31 AM,+06:55:49.3,175.6305,6.930361,1.82,18.06,N-rich_QSO
175.292770867607,0.793279363658646,16.90536,J114112.29+004759.0,8/25/2017 11:41:12 AM,+00:47:59.0,175.3012,0.7997222,2.893,19.01,N-rich_QSO
174.62642433789,4.88722673162733,16.28924,J113826.65+045412.4,8/25/2017 11:38:26 AM,+04:54:12.4,174.611,4.903444,2.352,19.06,N-rich_QSO
174.158600994217,1.18106125222573,14.81534,J113638.66+011031.7,8/25/2017 11:36:38 AM,+01:10:31.7,174.1611,1.175472,2.131,19.41,N-rich_QSO
9.58065363651417,14.0479811355123,13.65194,J003815.92+140304.5,8/25/2017 12:38:15 AM,+14:03:04.5,9.566334,14.05125,2.717,19.66,N-rich_QSO
170.34774548284,12.6198693914978,14.97041,J112127.96+123816.1,8/25/2017 11:21:27 AM,+12:38:16.1,170.3665,12.63781,3.018,19.88,N-rich_QSO
166.800282249457,37.2931788124169,15.08759,J110708.54+371734.6,8/25/2017 11:07:08 AM,+37:17:34.6,166.7856,37.29295,2.13,18.76,N-rich_QSO
166.787165787908,37.2940857513374,15.82465,J110708.54+371734.6,8/25/2017 11:07:08 AM,+37:17:34.6,166.7856,37.29295,2.13,18.76,N-rich_QSO
166.769511303591,37.2757458634912,14.24554,J110708.54+371734.6,8/25/2017 11:07:08 AM,+37:17:34.6,166.7856,37.29295,2.13,18.76,N-rich_QSO
168.683835964622,13.2040636260933,16.5398,J111443.21+131118.8,8/25/2017 11:14:43 AM,+13:11:18.8,168.68,13.18856,1.808,18.4,N-rich_QSO
11.4892961562058,-0.371882871125444,15.82157,J004600.26-002122.4,8/25/2017 12:46:00 AM,-00:21:22.4,11.50108,-0.3562222,1.919,19.81,N-rich_QSO
11.5098439295416,-0.374668714476267,13.64452,J004600.26-002122.4,8/25/2017 12:46:00 AM,-00:21:22.4,11.50108,-0.3562222,1.919,19.81,N-rich_QSO
158.343293276674,56.6298593783493,14.70108,J103327.08+563829.5,8/25/2017 10:33:27 AM,+56:38:29.5,158.3628,56.64153,3.018,20.08,N-rich_QSO
167.712147151224,5.77904967894542,10.50084,J111049.28+054551.7,8/25/2017 11:10:49 AM,+05:45:51.7,167.7053,5.764361,1.749,19.06,N-rich_QSO
167.685286586584,4.93986366682866,15.39362,J111048.93+045608.0,8/25/2017 11:10:48 AM,+04:56:08.0,167.7039,4.935555,2.208,18.8,N-rich_QSO
163.754110245453,30.1124081232098,16.65234,J105505.38+300649.6,8/25/2017 10:55:05 AM,+30:06:49.6,163.7724,30.11378,1.797,18.62,N-rich_QSO
163.753177136704,30.1166448865938,16.47452,J105505.38+300649.6,8/25/2017 10:55:05 AM,+30:06:49.6,163.7724,30.11378,1.797,18.62,N-rich_QSO
161.824772907383,35.5200369133271,16.34176,J104713.16+353115.6,8/25/2017 10:47:13 AM,+35:31:15.6,161.8048,35.521,2.438,19.58,N-rich_QSO
15.3128496889073,14.9498945010225,14.50011,J010119.85+145635.2,8/25/2017 1:01:19 AM,+14:56:35.2,15.33271,14.94311,1.978,18.68,N-rich_QSO
155.706937976336,48.6260666072766,16.60601,J102250.16+483631.1,8/25/2017 10:22:50 AM,+48:36:31.1,155.709,48.60864,2.047,18.61,N-rich_QSO
152.807387383155,51.4257219714752,15.9516,J101117.21+512540.9,8/25/2017 10:11:17 AM,+51:25:40.9,152.8217,51.42803,1.814,18.29,N-rich_QSO
157.593042753563,37.9424253132905,13.47284,J103019.25+375545.8,8/25/2017 10:30:19 AM,+37:55:45.8,157.5802,37.92939,1.961,18.91,N-rich_QSO
150.362470277882,50.45337204311,16.59231,J100128.61+502756.8,8/25/2017 10:01:28 AM,+50:27:56.8,150.3692,50.46578,1.839,17.31,N-rich_QSO
150.360651587247,50.4532424883783,16.81525,J100128.61+502756.8,8/25/2017 10:01:28 AM,+50:27:56.8,150.3692,50.46578,1.839,17.31,N-rich_QSO
157.520406762736,32.4027027612215,14.48183,J103002.65+322429.0,8/25/2017 10:30:02 AM,+32:24:29.0,157.511,32.40805,2.134,19.62,N-rich_QSO
140.006931253779,59.2986031247098,16.97131,J092000.28+591701.4,8/25/2017 9:20:00 AM,+59:17:01.4,140.0012,59.28372,1.755,19.37,N-rich_QSO
139.988777256766,59.2972946796803,14.33892,J092000.28+591701.4,8/25/2017 9:20:00 AM,+59:17:01.4,140.0012,59.28372,1.755,19.37,N-rich_QSO
160.81807621544,0.798489309587092,16.57571,J104318.88+004747.2,8/25/2017 10:43:18 AM,+00:47:47.2,160.8287,0.7964444,2.552,19.17,N-rich_QSO
139.985735905738,59.2667504832479,14.98768,J092000.28+591701.4,8/25/2017 9:20:00 AM,+59:17:01.4,140.0012,59.28372,1.755,19.37,N-rich_QSO
159.371960434424,4.62905342024217,15.80781,J103729.59+043716.7,8/25/2017 10:37:29 AM,+04:37:16.7,159.3733,4.621305,1.833,18.53,N-rich_QSO
159.365423733418,4.6013996851742,16.49709,J103729.59+043716.7,8/25/2017 10:37:29 AM,+04:37:16.7,159.3733,4.621305,1.833,18.53,N-rich_QSO
144.991124150224,52.108168541066,16.82055,J093955.52+520717.7,8/25/2017 9:39:55 AM,+52:07:17.7,144.9813,52.12158,2.457,19.77,N-rich_QSO
144.962173774933,52.1357366389638,15.64158,J093955.52+520717.7,8/25/2017 9:39:55 AM,+52:07:17.7,144.9813,52.12158,2.457,19.77,N-rich_QSO
21.3618054087432,-10.4440562142348,15.67185,J012530.85-102739.8,8/25/2017 1:25:30 AM,-10:27:39.8,21.37854,-10.46106,3.352,18.02,N-rich_QSO
151.668644781931,39.8538666101825,15.88616,J100643.89+395222.7,8/25/2017 10:06:43 AM,+39:52:22.7,151.6829,39.87297,1.705,18.89,N-rich_QSO
151.665892411977,39.8556075379788,10.88474,J100643.89+395222.7,8/25/2017 10:06:43 AM,+39:52:22.7,151.6829,39.87297,1.705,18.89,N-rich_QSO
152.811918227672,34.2521429211306,16.85256,J101111.22+341548.6,8/25/2017 10:11:11 AM,+34:15:48.6,152.7968,34.2635,2.412,18.33,N-rich_QSO
24.3626389299009,-8.40740291865185,14.64875,J013724.43-082419.9,8/25/2017 1:37:24 AM,-08:24:19.9,24.35179,-8.405528,2.566,18.44,N-rich_QSO
142.644391103256,46.7354617371371,16.7487,J093035.07+464408.4,8/25/2017 9:30:35 AM,+46:44:08.4,142.6461,46.73567,2.033,18.7,N-rich_QSO
142.641041363467,46.7375632423638,15.22748,J093035.07+464408.4,8/25/2017 9:30:35 AM,+46:44:08.4,142.6461,46.73567,2.033,18.7,N-rich_QSO
136.186908351011,52.493540282014,15.50326,J090440.58+523028.4,8/25/2017 9:04:40 AM,+52:30:28.4,136.1691,52.50789,1.766,17.94,N-rich_QSO
136.174691183805,52.4985115029276,14.83609,J090440.58+523028.4,8/25/2017 9:04:40 AM,+52:30:28.4,136.1691,52.50789,1.766,17.94,N-rich_QSO
26.3368837935632,13.9323238873677,16.34576,J014517.82+135602.2,8/25/2017 1:45:17 AM,+13:56:02.2,26.32425,13.93394,1.948,18.75,N-rich_QSO
26.2881248031439,12.8524895659008,16.88905,J014504.35+125214.1,8/25/2017 1:45:04 AM,+12:52:14.1,26.26813,12.87058,2.384,19.47,N-rich_QSO
140.775244639022,46.204113192058,16.2983,J092307.83+461210.1,8/25/2017 9:23:07 AM,+46:12:10.1,140.7826,46.2028,1.772,18.93,N-rich_QSO
147.326782198738,35.1787968128685,15.06528,J094917.82+350938.2,8/25/2017 9:49:17 AM,+35:09:38.2,147.3242,35.16061,1.853,18.88,N-rich_QSO
147.321177473006,35.1681342842032,14.04339,J094917.82+350938.2,8/25/2017 9:49:17 AM,+35:09:38.2,147.3242,35.16061,1.853,18.88,N-rich_QSO
147.30682131276,35.1618112896557,16.81335,J094917.82+350938.2,8/25/2017 9:49:17 AM,+35:09:38.2,147.3242,35.16061,1.853,18.88,N-rich_QSO
143.884251166908,36.5369751850627,14.93549,J093531.83+363317.6,8/25/2017 9:35:31 AM,+36:33:17.6,143.8826,36.55489,2.857,18.35,N-rich_QSO
150.785148750812,10.8304383218362,12.64591,J100308.64+105048.6,8/25/2017 10:03:08 AM,+10:50:48.6,150.786,10.84683,2.122,19.36,N-rich_QSO
150.766487484192,10.8315265352746,12.25463,J100308.64+105048.6,8/25/2017 10:03:08 AM,+10:50:48.6,150.786,10.84683,2.122,19.36,N-rich_QSO
28.741226829259,1.10881030273104,15.65798,J015500.44+010600.2,8/25/2017 1:55:00 AM,+01:06:00.2,28.75183,1.100056,2.562,19.75,N-rich_QSO
28.7637816041448,1.09538873194632,15.59627,J015500.44+010600.2,8/25/2017 1:55:00 AM,+01:06:00.2,28.75183,1.100056,2.562,19.75,N-rich_QSO
142.980778208261,34.6541803775363,15.75044,J093152.76+343920.6,8/25/2017 9:31:52 AM,+34:39:20.6,142.9698,34.65572,2.305,19.45,N-rich_QSO
30.0837599620991,-8.73527300836533,10.65584,J020022.01-084512.0,8/25/2017 2:00:22 AM,-08:45:12.0,30.09171,-8.753333,1.943,18.28,N-rich_QSO
142.957561896167,34.6537115200961,16.73919,J093152.76+343920.6,8/25/2017 9:31:52 AM,+34:39:20.6,142.9698,34.65572,2.305,19.45,N-rich_QSO
30.0946250821069,-8.7729615896376,15.03891,J020022.01-084512.0,8/25/2017 2:00:22 AM,-08:45:12.0,30.09171,-8.753333,1.943,18.28,N-rich_QSO
139.148278979462,39.1303245053547,16.81027,J091639.78+390833.8,8/25/2017 9:16:39 AM,+39:08:33.8,139.1658,39.14272,1.875,19.04,N-rich_QSO
139.14634715722,39.1312053908078,10.87269,J091639.78+390833.8,8/25/2017 9:16:39 AM,+39:08:33.8,139.1658,39.14272,1.875,19.04,N-rich_QSO
135.607251649204,41.4239185811692,16.47383,J090221.10+412524.8,8/25/2017 9:02:21 AM,+41:25:24.8,135.5879,41.42356,2.939,19.68,N-rich_QSO
135.588144841304,41.4326854520523,16.53522,J090221.10+412524.8,8/25/2017 9:02:21 AM,+41:25:24.8,135.5879,41.42356,2.939,19.68,N-rich_QSO
135.594740968652,41.4247980739947,15.4062,J090221.10+412524.8,8/25/2017 9:02:21 AM,+41:25:24.8,135.5879,41.42356,2.939,19.68,N-rich_QSO
141.243454472041,32.4375841025342,16.72717,J092502.71+322639.6,8/25/2017 9:25:02 AM,+32:26:39.6,141.2613,32.44433,2.14,18.58,N-rich_QSO
